Date,Longitude,Latitude,Depth,Magnitude
10/04/2023 23:01:15,37.384,37.622,9.84,3.5
10/04/2023 22:45:09,37.194,37.506,7.57,4
10/04/2023 18:38:21,36.234,37.888,8.35,3.5
09/04/2023 03:01:33,36.275,37.895,7.1,3.7
08/04/2023 20:40:12,36.239,37.909,7,3.6
08/04/2023 19:35:04,36.359,37.984,7,3.6
08/04/2023 08:14:38,36.356,37.919,7,3.5
08/04/2023 08:02:24,36.341,37.874,7.16,3.7
08/04/2023 00:26:43,36.924,38.131,16.36,4.1
07/04/2023 01:56:18,38.684,38.186,8.27,3.5
06/04/2023 22:32:14,35.308,35.5,19.57,3.5
06/04/2023 00:57:42,35.375,37.625,7.28,3.8
05/04/2023 03:12:19,36.304,37.89,7,3.6
04/04/2023 04:00:27,38.024,38.467,7,3.5
04/04/2023 03:19:39,36.365,37.996,7.02,3.9
03/04/2023 16:16:02,36.218,37.873,7.14,3.9
03/04/2023 12:44:14,37.821,38.068,10.58,4.2
03/04/2023 10:52:54,37.823,38.075,11.13,4.3
03/04/2023 03:45:48,36.239,37.89,7,4.3
02/04/2023 19:04:48,38.675,38.251,10.6,3.9
02/04/2023 15:32:44,36.24,37.94,7,3.8
02/04/2023 12:12:43,38.024,38.458,7,3.8
02/04/2023 01:37:09,38.018,38.469,8.55,3.5
01/04/2023 22:29:45,36.236,37.898,7,3.6
01/04/2023 12:40:53,35.901,36.089,17.92,4.2
01/04/2023 12:34:39,35.904,36.148,13.34,4.1
01/04/2023 12:26:48,38.211,38.317,7.01,3.5
01/04/2023 07:23:59,38.152,38.259,7,3.5
01/04/2023 06:55:00,36.247,37.883,7,3.8
01/04/2023 01:37:28,36.304,37.86,7,3.9
31/03/2023 10:56:56,36.568,36.996,14.39,4.3
30/03/2023 23:27:16,37.934,38.192,11.84,3.8
30/03/2023 08:44:25,37.227,38.087,7.01,3.5
30/03/2023 06:47:26,38.188,38.337,7,3.7
30/03/2023 06:14:01,38.204,38.321,6.99,3.8
30/03/2023 01:24:24,36.292,37.923,6.98,3.5
30/03/2023 01:21:29,36.194,36.086,15.17,3.9
29/03/2023 21:44:20,36.61,37.856,7.01,4.1
29/03/2023 20:08:37,36.884,37.374,7.69,4
29/03/2023 17:05:55,36.286,37.936,7.01,4
29/03/2023 16:51:41,36.251,38.079,8.11,3.7
29/03/2023 16:47:02,36.257,37.917,9.38,4.5
29/03/2023 16:36:54,36.246,37.909,13.16,3.9
29/03/2023 13:58:38,38.175,38.188,7.01,4
29/03/2023 03:27:11,37.936,38.173,12.76,3.8
29/03/2023 02:50:28,38.573,38.139,7,3.5
28/03/2023 13:00:00,37.033,38.057,7,3.7
28/03/2023 10:55:15,36.39,37.776,7.03,3.9
28/03/2023 06:26:04,37.698,38.026,7,3.7
27/03/2023 23:32:29,38.281,38.269,7.38,3.7
27/03/2023 18:47:54,37.361,38.12,7,3.5
27/03/2023 17:21:46,36.606,37.834,7,3.6
27/03/2023 17:13:17,36.902,37.099,8.03,3.8
27/03/2023 14:35:15,36.519,38.069,8.7,4.5
26/03/2023 23:56:32,36.062,36.19,7.44,3.8
26/03/2023 14:58:12,36.252,37.892,7,3.6
26/03/2023 12:28:13,39.022,38.237,7,3.6
25/03/2023 07:00:41,37.27,38.388,12.03,3.5
25/03/2023 06:33:38,36.282,37.942,9.44,4.2
25/03/2023 04:39:32,37.023,38.059,7,4.5
24/03/2023 15:06:14,38.442,38.124,8.39,3.9
24/03/2023 13:51:24,36.268,37.933,7,3.8
24/03/2023 13:10:32,37.588,38.009,15.5,4.4
24/03/2023 07:41:22,38.284,38.267,9.61,3.5
24/03/2023 00:39:53,36.416,38.021,7.34,4.7
23/03/2023 21:17:06,36.632,38.101,7,3.7
23/03/2023 19:48:38,36.469,38.016,6.39,3.7
23/03/2023 15:14:47,36.454,38.022,7.04,3.7
23/03/2023 10:04:55,36.489,38.016,6.28,4.2
23/03/2023 09:23:47,36.466,38.007,7,4
23/03/2023 09:19:51,36.459,38.04,12.9,5.3
23/03/2023 07:43:51,37.484,38.096,6.99,3.8
23/03/2023 06:05:17,36.225,36.294,7.14,3.9
23/03/2023 05:45:21,36.639,37.909,7,4.3
23/03/2023 05:21:13,39.858,38.52,6.96,3.5
22/03/2023 19:43:23,38.119,38.184,6.99,4.4
22/03/2023 08:27:28,37.703,38.06,10.67,3.5
21/03/2023 20:08:25,37.384,38.15,6.98,3.5
21/03/2023 17:49:49,37.586,38.006,7.01,3.7
21/03/2023 14:21:56,37.311,38.042,7.59,3.5
21/03/2023 11:29:31,38.497,38.125,7.06,3.6
21/03/2023 08:41:48,36.372,38.001,6.98,3.6
21/03/2023 08:40:47,36.354,38.043,8.47,3.8
21/03/2023 08:27:54,36.256,37.816,11.3,3.9
21/03/2023 07:36:01,36.39,38.069,7.21,3.6
21/03/2023 03:45:27,37.441,38.246,7,3.5
21/03/2023 02:34:27,37.818,38.291,7,3.5
20/03/2023 23:33:30,38.492,38.106,6.16,3.5
20/03/2023 20:42:43,37.786,38.105,7,4.1
20/03/2023 17:47:20,38.474,38.085,6.39,3.8
20/03/2023 16:08:11,37.689,38.303,7,3.5
20/03/2023 15:40:34,36.653,37.299,7,4.1
20/03/2023 09:57:07,37.205,38.069,15.36,4.3
20/03/2023 07:57:01,38.588,38.137,7,3.5
19/03/2023 20:06:20,35.297,37.832,7,3.5
